Primary key,document_id,pdf_url,original_pdf_link,experiment,question_short_name,answer,quote_1,quote_2,quote_3,quote_4,quote_5,absence_of_evidence,page_num_1,page_num_2,page_num_3,page_num_4,page_num_5,batch,classification_2,classification_1,Adherence test or train group,Prompt 1 result,Results from Prompt 1,Explicitly discusses adherence,# important quotes not from text,Are quotes enough?,Gold standard is just the quote?,Results from Prompt 2,Prompt 2 result,Collected for,explanation,notes,no_answer,direct_answer,split,need_figures,user,What analysis is the final n for?,What analysis is the final n for? quote_1,Thoughts on alternate answers,need outcome to define answer?,Study has multiple final ns,instructions_link,quote_6,quote_7,quote_8,quote_9,participant_flow_figures,"Flow diagram show clean split to arms, then same stages for each arm, and experiments are listed separately?",experiments_count,arms_count,CONSORT compliance of flow diagram,CONSORT compliance notes,done (EFD),EFD notes
1234,agley-2021.pdf,https://github.com/brachbach/host-files/raw/main/agley-2021.pdf,,,consort_flow_v2,"experiments:
  - name: MTurk quality control
    description: An experiment to test whether quality control on MTurk affects outcomes
      relevant to psychological/behavioral research
    reasoning:
    enrolment:
    arms:
      - name: Arm 1 (Control Arm)
        allocated:
          description:
          reasoning:
          n: Not mentioned
          quotes: []
        received:
          description: 29 participants across all groups dropped out of the study
            after randomization
          quotes:
            - A total of 1603 workers registered for the survey task on MTurk. Of
              those, one refused consent and 29 dropped out of the study. An additional
              55 workers were rejected from Arm 2, 189 were rejected from Arm 3, and
              210 were rejected from Arm 4, yielding the analytic sample of 1119 (which
              included 19 usable surveys where the worker did not submit to MTurk
              for payment; see Fig. 3).
        attrition:
        analyzed:
      - name: Arm 2 (Bot/VPN Check)
        allocated:
          description:
          reasoning:
          n: Not mentioned
          quotes: []
        received:
          description: 29 participants across all groups dropped out of the study
            after randomization
          quotes:
            - A total of 1603 workers registered for the survey task on MTurk. Of
              those, one refused consent and 29 dropped out of the study. An additional
              55 workers were rejected from Arm 2, 189 were rejected from Arm 3, and
              210 were rejected from Arm 4, yielding the analytic sample of 1119 (which
              included 19 usable surveys where the worker did not submit to MTurk
              for payment; see Fig. 3).
        attrition:
        analyzed:
      - name: Arm 3 (Truthfulness/Attention Check)
        allocated:
          description:
          reasoning:
          n: Not mentioned
          quotes: []
        received:
          description: 29 participants across all groups dropped out of the study
            after randomization
          quotes:
            - A total of 1603 workers registered for the survey task on MTurk. Of
              those, one refused consent and 29 dropped out of the study. An additional
              55 workers were rejected from Arm 2, 189 were rejected from Arm 3, and
              210 were rejected from Arm 4, yielding the analytic sample of 1119 (which
              included 19 usable surveys where the worker did not submit to MTurk
              for payment; see Fig. 3).
        attrition:
        analyzed:
      - name: Arm 4 (Stringent Arm - All Checks)
        allocated:
          description:
          reasoning:
          n: Not mentioned
          quotes: []
        received:
          description: 29 participants across all groups dropped out of the study
            after randomization
          quotes:
            - A total of 1603 workers registered for the survey task on MTurk. Of
              those, one refused consent and 29 dropped out of the study. An additional
              55 workers were rejected from Arm 2, 189 were rejected from Arm 3, and
              210 were rejected from Arm 4, yielding the analytic sample of 1119 (which
              included 19 usable surveys where the worker did not submit to MTurk
              for payment; see Fig. 3).
        attrition:
        analyzed:
","We conducted a single-stage, randomized controlled trial with equal allocation to each of four study arms: Arm 1 (Control Arm), Arm 2 (Bot/VPN Check), Arm 3 (Truthfulness/Attention Check), and Arm 4 (Stringent Arm -All Checks).",'-Arm 1 was a control arm that contained no additional quality-control procedures beyond the standard eligibility requirements (see Participants). -Arm 2 was a bot/VPN check that asked participants to select the telephone number they call in the event of an emergency and to correctly identify a drawn image of an eggplant.,'-Arm 3 was a truthfulness/attention check that asked participants if they had done business with Latveria (a country that exists only in the Marvel Comic Universe) and then required them to pass two attention-check questions.,-Arm 4 was a stringent arm that combined the checks from Arms 2 and 3.,"Sample size We recruited 1100 participants (with replacement in some arms, see Design). Our a priori power analysis indicated that using a fixed effects ANOVA to detect an overall difference in means between four study arms, this sample would allow detection of a difference with effect size f = 0.10 (F = 2.61) at power 0.80, two-tailed alpha 0.05. With equal allocation, each arm was planned to have 275 subjects.",,,,,,,,,,,,,,,,,,,,,,,,validation,,,,,,,,,"Crowdsourced psychological and other biobehavioral research using platforms like Amazon’s Mechanical Turk (MTurk) is increasingly common – but has proliferated more rapidly than studies to establish data quality best practices. Thus, this study investigated whether outcome scores for three common screening tools would be significantly different among MTurk workers who were subject to different sets of quality control checks.",,,,"Fig. 1, Fig. 2, Fig. 3

Fig. 3 is most important",,1,4,3,"1. # of participants not monotonically decreasing
2. doesn't really allude to participants assessed for elligibility
3. very low on detail
4. but has the basic form",,
1235,hooley-2018.pdf,https://github.com/brachbach/host-files/raw/main/hooley-2018.pdf,,,consort_flow_v2,"experiments:
- name: writing interventions to help reduce nonsuicidal self-injury
  description:
  reasoning:
  enrolment:
  arms:
  - name: autobiographical self-enhancement training
    allocated:
    received:
    attrition:
    analyzed:
  - name: expressive writing
    allocated:
    received:
    attrition:
    analyzed:
  - name: daily journaling
    allocated:
    received:
    attrition:
    analyzed:
","Specifically, we conducted a randomized controlled trial (RCT) to evaluate Autobiographical Self-Enhancement Training (ASET) -- a novel, cognitive intervention for NSSI focused on reducing self-criticism and enhancing positive self-worth. ","For the present RCT, we tested ASET against another potentially active treatment (expressive writing) and also against a control treatment (journaling). ","Expressive writing, a procedure first developed by Pennebaker and Beall [19] involves writing about stressful or upsetting experiences. ","Finally, we used a journaling (JNL) condition as a comparison control intervention. This involved writing about daily events without any focus on emotional issues. The JNL intervention was developed to control for daily writing (which was inte- gral to both the ASET and the EW conditions). ","After completion of the baseline assessment, participants were randomly assigned to one of three treatment groups: JNL (N = 46), EW (N = 49), and ASET (N = 49) using randomization software within Qualtrics. ",,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1236,käckenmeister-2019.pdf,https://github.com/brachbach/host-files/raw/main/käckenmeister-2019.pdf,,,consort_flow_v2,"experiments:
- name: effect of dopamine on openness to experience and divergent thinking
  description:
  reasoning:
  enrolment:
  arms:
  - name: sulpiride
    allocated:
    received:
    attrition:
    analyzed:
  - name: placebo
    allocated:
    received:
    attrition:
    analyzed:
",The present study provides an initial direct test of the hypothesis that openness to experience modulates the effects of a pharmacological manipulation of dopamine on measures of divergent thinking. Groups of healthy males received either the dopamine receptor blocker sulpiride or a placebo prior to performing four divergent thinking tasks. Openness to experience was measured beforehand and independently of the pharmacological manipulation. ,"The final sample reported here consisted of 193 males (mean age = 25.8, SD = 3.9; n = 95 in the sulpiride group and n = 98 in the placebo group). ","In a placebo-controlled, double-blind between-subjects design, participants orally ingested either 200 mg sulpiride or a placebo. Both substances were delivered in capsules matched for weight and color to assure double-blindness to participants’ experimental conditions. ",,,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1237,geraerts-2013.pdf,https://github.com/brachbach/host-files/raw/main/geraerts-2013.pdf,,,consort_flow_v2,"experiments:
- name: preoperative PFMT for incontinence after radical prostatectomy
  description:
  reasoning:
  enrolment:
  arms:
  - name: preoperative pelvic floor muscle training
    allocated:
    received:
    attrition:
    analyzed:
  - name: control
    allocated:
    received:
    attrition:
    analyzed:
","The aim of this study was to determine whether patients who performed PFMT before and after surgery, regained urinary continence earlier than patients who only performed PFMT after catheter removal. ","Before surgery, patients were randomized into the experimental group, starting PFMT 3 weeks before RP and continuing after surgery, or the control group, starting PFMT after catheter removal. ","Every patient received individual treatment on an outpatient basis once a week. The experimental group started exercising 3 weeks before RP. They received one session of 30 minutes of guided PFMT per week until surgery. Additionally patients performed a home program of 60 contractions/ day and were instructed on contracting the pelvic floor muscles while coughing and sitting down/ getting up from a chair. The fourth day after surgery, with the urinary catheter in situ, patients were encouraged to restart PFMT. ",The control group started exercising the day of catheter removal ,"One hundred eighty patients were included, 91 patients were randomized to the intervention group and 89 patients to the control group. ",,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1238,schoenfeld-2021.pdf,https://github.com/brachbach/host-files/raw/main/schoenfeld-2021.pdf,,,consort_flow_v2,"experiments:
- name: phase synchrony between hemispheres for bimanual motor learning
  description:
  reasoning:
  enrolment:
  arms:
  - name: in-phase
    allocated:
    received:
    attrition:
    analyzed:
  - name: out-of-phase
    allocated:
    received:
    attrition:
    analyzed:
  - name: sham
    allocated:
    received:
    attrition:
    analyzed:
","In experiment 2, we performed a between-subjects, double- blind study in 54 healthy participants to explore the effect of phase synchrony between both sensorimotor cortices using tACS at the individual’s beta peak frequency. ","To investigate the effect of phase synchrony between hemispheres on bimanual motor learning, we conducted a double-blind sham-controlled study with three groups (in-phase, out-of-phase, sham) differing in the relative phases of the applied sinusoidal current between the motor cortices ","Participants received either in-phase, i.e., 0◦ phase shift between hemispheres, (20 min), out-of-phase, i.e., 90◦ phase shift between hemispheres, (20 min) or sham (3 s of stimulation) tACS with a ramp up and down for 10 s. ",,,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1239,d'alessandro-2004.pdf,https://github.com/brachbach/host-files/raw/main/d'alessandro-2004.pdf,,,consort_flow_v2,"experiments:
- name: information prescriptions in pediatrics
  description:
  reasoning:
  enrolment:
  arms:
  - name: information prescription
    allocated:
    received:
    attrition:
    analyzed:
  - name: control
    allocated:
    received:
    attrition:
    analyzed:
",Objective: To determine whether a pediatrician-provided IP would change parents’ attitudes/behaviors about using Internet health information resources. ,We conducted a randomized controlled trial of parents visiting an academic general pediatric practice. Both groups received a preintervention paper survey and a telephone survey 2 to 3 weeks after their clinic visit. The intervention group was offered computer training and received the IP and training summary handout. ,,,,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1240,fowler-2019.pdf,https://github.com/brachbach/host-files/raw/main/fowler-2019.pdf,,,consort_flow_v2,"experiments:
- name: vitamin C in patients with sepsis and ARDS
  description:
  reasoning:
  enrolment:
  arms:
  - name: vitamin C
    allocated:
    received:
    attrition:
    analyzed:
  - name: placebo
    allocated:
    received:
    attrition:
    analyzed:
",The CITRIS-ALI randomized trial examined whether high-dose vitamin C would reduce organ failure and biomarkers of inflammation and vascular injury in patients with sepsis and ARDS. ,"Patients were randomly assigned to receive intravenous infusion of vitamin C (50 mg/kg in dextrose 5% in water, n = 84) or placebo (dextrose 5% in water only, n = 83) every 6 hours for 96 hours. ",,,,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1241,green-2016.pdf,https://github.com/brachbach/host-files/raw/main/green-2016.pdf,,,consort_flow_v2,"experiments:
- name: poverty alleviation program WINGS
  description:
  reasoning:
  enrolment:
  arms:
  - name: WINGS
    allocated:
    received:
    attrition:
    analyzed:
  - name: control
    allocated:
    received:
    attrition:
    analyzed:
",Villages were randomized to the treatment group (60 villages with 896 participants) or the wait-list control group (60 villages with 904 participants) with an allocation ration of 1:1 ,"Randomization was stratified by district (60 villages per district), and villages were randomized to the immediate treatment group (60 villages with 896 participants) or the wait-list control group (60 villages with 904 participants) with an allocation ratio of 1:1. ","The Women’s Income Generating Support (WINGS) program had three core components: (i) 5 days of business skills training designed for illiterate populations, (ii) an individual start-up grant of roughly US$150, and (iii) 3 to 5 visits over approximately 18 months by trained community workers who provided business advice and encouragement to use the grant for busi- ness development. ",,,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1242,jain-2010.pdf,https://github.com/brachbach/host-files/raw/main/jain-2010.pdf,,,consort_flow_v2,"experiments:
- name: health impact of sodium dichloroisocyanurate in drinking water
  description:
  reasoning:
  enrolment:
  arms:
  - name: NaDCC tablets
    allocated:
    received:
    attrition:
    analyzed:
  - name: placebo
    allocated:
    received:
    attrition:
    analyzed:
","We conducted a randomized, placebo-controlled, triple-blinded trial to determine the health impact of daily use of sodium dichloroisocyanurate (NaDCC) tablets for household drinking water treatment in periurban Ghana. ","Tablets for the intervention group, which were designed to disinfect 20 L of water, contained NaDCC with a pharmaceutical/food-grade effervescent base that allowed the tablets to dissolve rapidly in water; placebo tablets consisted only of the effervescent base. ",,,,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1243,batista-2018.pdf,https://github.com/brachbach/host-files/raw/main/batista-2018.pdf,,,consort_flow_v2,"experiments:
- name: information flow and migrant remittances
  description:
  reasoning:
  enrolment:
  arms:
  - name: five times 90 minutes of calling credit
    allocated:
    received:
    attrition:
    analyzed:
  - name: three times 90 minutes of calling credit
    allocated:
    received:
    attrition:
    analyzed:
  - name: control
    allocated:
    received:
    attrition:
    analyzed:
","We design and implement a randomized control trial to quantitatively assess the role of communication between migrants and their international network on the extent and value of remittance flows. In the experiment, a random sample of 1,500 migrants residing in Ireland was offered the possibility of contacting their networks outside the host country for free over a varying number of months. ","Participants in the experiment were randomly assigned to one of three groups. Respondents in Treatment Group 1 received 90 minutes of free international calling credit every month for five months. Migrants in Treatment Group 2 received 90 minutes of free international calling credit for three months (every other month). Finally, one third of the participants were assigned to the Control Group. ","Due to funding constraints, it was not possible to distribute the equivalent amount of the calling credit to the control group. ",,,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1244,pinion-1994.pdf,https://github.com/brachbach/host-files/raw/main/pinion-1994.pdf,,,consort_flow_v2,"experiments:
- name: endometrial laser ablation and transcervical endometrial resection for dysfunctional
    uterine bleeding
  description:
  reasoning:
  enrolment:
  arms:
  - name: hysterectomy
    allocated:
    received:
    attrition:
    analyzed:
  - name: endometrial laser ablation
    allocated:
    received:
    attrition:
    analyzed:
  - name: transcervical endometrial resection
    allocated:
    received:
    attrition:
    analyzed:
",Objective-To evaluate the effectiveness and safety of endometrial laser ablation and transcervical resection of the endometrium compared with hysterectomy in the surgical treatment of women with dysfunctional uterine bleeding. ,"Although randomisation was primarily between hysterectomy and conservative surgery, those randomly allocated to conservative surgery were also randomly assigned to laser ablation or endometrial resection ","Two hundred and four eligible women gave written consent to the trial and were randomly allocated to hysterectomy (99), endometrial resection (52), or laser ablation (53). ",,,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1245,shams-2018.pdf,https://github.com/brachbach/host-files/raw/main/shams-2018.pdf,,,consort_flow_v2,"experiments:
- name: education intervention to reduce bullying
  description:
  reasoning:
  enrolment:
  arms:
  - name: intervention
    allocated:
    received:
    attrition:
    analyzed:
  - name: control
    allocated:
    received:
    attrition:
    analyzed:
","This educational study was of the field-trial type, and carried out on 237 middle school students in Gonabad City (Iran), from September 2015 to May 2016. The intervention group consisted of 147 students, and 90 were assigned to a control group. ","The intervention included three 90-minute training sessions for students in each class, two training sessions for teachers, and two others for parents. ",The control group along with their teachers and families did not receive any form of instruction. ,,,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1246,lohi-2007.pdf,https://github.com/brachbach/host-files/raw/main/lohi-2007.pdf,,,consort_flow_v2,"experiments:
- name: caffeine for sleep-deprived military pilot students
  description:
  reasoning:
  enrolment:
  arms:
  - name: ceffeine
    allocated:
    received:
    attrition:
    analyzed:
  - name: placebo
    allocated:
    received:
    attrition:
    analyzed:
","In this randomized, double-blind, placebo-controlled study, the effect of caffeine on simulator flight performance was examined in 13 military pilots during 37 hours of sleep deprivation. ","Before the subsequent flight rounds, the intake of caffeine and a placebo was randomized, so that six subjects received a placebo and seven received caffeine. ","The subjects were given two capsules with water at each dosage time exactly 1 hour before the simulator flight. Each active capsule contained 100 mg of caffeine, hence one peroral dose comprised a placebo or 200 mg of caffeine. ",,,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1247,ceballos-laita-2021.pdf,https://github.com/brachbach/host-files/raw/main/ceballos-laita-2021.pdf,,,consort_flow_v2,"experiments:
- name: pain neurophysiology education for women with fibromyalgia
  description:
  reasoning:
  enrolment:
  arms:
  - name: PNE + TE
    allocated:
    received:
    attrition:
    analyzed:
  - name: TE only
    allocated:
    received:
    attrition:
    analyzed:
","Our study aimed to assess the effects of therapeutic exercise and pain neurophysiology education versus TE in isolation on fatigue, sleep disturbances, and physical function in the short term and at three months of follow-up in women with fibromyalgia syndrome (FMS) ",A single-blind randomized controlled trial was carried out. A total of 32 women with FMS referred from medical doctors and fibromyalgia association were randomized in 2 groups: PNE + TE group or TE group. ,"Both groups received the same TE intervention, carried out by a physiotherapist who was an expert in the management of chronic pain and who was blinded to the group allocation. The TE program consisted of 30 sessions (3 sessions of 60 min per week for 10 weeks) and was designed in accordance with the ACSM guidelines. ",The PNE + TE group also received a face-to-face educational intervention (each session lasting 30–45 min) following the recommendations of Butler and Moseley [22]. This intervention consisted of 8 sessions and was applied by a medical doctor. ,,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1248,mansfield-2017.pdf,https://github.com/brachbach/host-files/raw/main/mansfield-2017.pdf,,,consort_flow_v2,"experiments:
- name: augmented feedback for reactive balance in older adults
  description:
  reasoning:
  enrolment:
  arms:
  - name: feedback of the COG
    allocated:
    received:
    attrition:
    analyzed:
  - name: feedback of the COP
    allocated:
    received:
    attrition:
    analyzed:
  - name: no feedback
    allocated:
    received:
    attrition:
    analyzed:
","While concurrent augmented visual feedback of the centre of pressure (COP) or centre of gravity (COG) can improve quiet standing balance control, it is not known if such feedback improves reactive balance control. ",This study aimed to determine if: 1) concurrent augmented feedback can improve reactive balance control; and 2) feedback of the COP or COG is more effective. ,Participants were allocated in a blocked randomized manner to one of three groups: 1) feedback of the COG (COGf); 2) feedback of the COP (COPf); or 3) no feedback (NoFB). ,A yellow line showing the antero-posterior location of either the COG (COGf group) or the COP (COPf group) was displayed on the monitor during every odd-numbered trial (Figure 2a); a stationary ‘X’ was displayed during every even-numbered trial (Figure 2b). ,Participants in the NoFB group viewed the ‘X’ on the monitor for all trials. ,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1249,sgoifo-2017.pdf,https://github.com/brachbach/host-files/raw/main/sgoifo-2017.pdf,,,consort_flow_v2,"experiments:
- name: IID for people with multiple sclerosis
  description:
  reasoning:
  enrolment:
  arms:
  - name: integrated imaginative distention
    allocated:
    received:
    attrition:
    analyzed:
  - name: control
    allocated:
    received:
    attrition:
    analyzed:
- name: IID for people with insomnia
  description:
  reasoning:
  enrolment:
  arms:
  - name: integrated imaginative distention
    allocated:
    received:
    attrition:
    analyzed:
  - name: control
    allocated:
    received:
    attrition:
    analyzed:
- name: IID for healthcare professionals
  description:
  reasoning:
  enrolment:
  arms:
  - name: integrated imaginative distention
    allocated:
    received:
    attrition:
    analyzed:
  - name: control
    allocated:
    received:
    attrition:
    analyzed:
","The design was a parallel, randomised 1:1 (intervention:waiting list), controlled, open-label trial. Participants were persons with multiple sclerosis (pwMS), persons with insomnia (pwINS), and health professionals (HP) as conditions related to fatigue and stress. ",IID was delivered by a single skilled psychotherapist through eight weekly training group sessions in 2 months. ,"IID training consists of four practical steps, twice repeated: a selection of Jacobson relaxation exercises with breath awareness, motor imaging, body imaginative scan, imaginative experience. ","For the controls, IID was planned 9 months later, after the end of follow-up. ",,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1250,panetta-2013.pdf,https://github.com/brachbach/host-files/raw/main/panetta-2013.pdf,,,consort_flow_v2,"experiments:
- name: vinegar impact on lipids in non-diabetics
  description:
  reasoning:
  enrolment:
  arms:
  - name: apple cider vinegar
    allocated:
    received:
    attrition:
    analyzed:
  - name: control
    allocated:
    received:
    attrition:
    analyzed:
","we conducted a randomized placebo controlled clinical trial to determine the effects of apple cider vinegar intake in those without diabetes mellitus on total cholesterol (TC), low-density lipoprotein cholesterol (LDL-C), triglycerides, HDL-C, Hemoglobin A1C (Hgb-A1C) and measurement of inflammation with high sensitivity CRP levels (HS-CRP) ","A prospective randomized, double blind, placebo-controlled clinical trial consisting of 114 participants was conducted. Participants consumed 30 mL of either apple cider vinegar or placebo for two months. ",Participants were randomized equally to the treatment and control conditions. The control group supplemented their usual intake with 1.7% balsamic vinegar solution diluted in water and the treatment group with 100% apple cider vinegar ,Study participants were instructed to take 30 mL (approximately 2 Tablespoons) per day of solution. ,,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1251,amundsen-2016.pdf,https://github.com/brachbach/host-files/raw/main/amundsen-2016.pdf,,,consort_flow_v2,"experiments:
- name: onabotulinumtoxinA vs sacral neuromodulation for refractory incontinence
  description:
  reasoning:
  enrolment:
  arms:
  - name: onabotulinumtoxinA
    allocated:
    received:
    attrition:
    analyzed:
  - name: sacral neuromodulation
    allocated:
    received:
    attrition:
    analyzed:
",INTERVENTIONS—Cystoscopic intradetrusor injection of 200 U of onabotulinumtoxinA (n = 192) or sacral neuromodulation (n = 189). ,The Refractory Overactive Bladder: Sacral Neuromodulation vs Botulinum Toxin Assessment (ROSETTA) trial used a comparative effectiveness design to assess whether onabotulinumtoxinA is superior to sacral neuromodulation in controlling episodes of urgency incontinence in women with refractory symptoms. ,Participants randomized to sacral neuromodulation underwent a first-stage lead placement in the operating suite under local and monitored anesthesia care. ,Participants randomized to onabotulinumtoxinA received a cystoscopic intradetrusor injection of 200 U performed in clinic. ,,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1252,rotthoff-2006.pdf,https://github.com/brachbach/host-files/raw/main/rotthoff-2006.pdf,,,consort_flow_v2,"experiments:
- name: long-menu questions vs open-ended questions
  description:
  reasoning:
  enrolment:
  arms:
  - name: group A (LMQ)
    allocated:
    received:
    attrition:
    analyzed:
  - name: group B (OEQ)
    allocated:
    received:
    attrition:
    analyzed:
","Using a summative online key feature (KF) examination we evaluated whether LMQs can be compared with OEQs in regard to the level of difficulty, performance and response times. ","We randomized 146 fourth year medical students into two groups. For the purpose of this study we created 7 peer-reviewed KF-cases with a total of 25 questions. All questions had the same content in both groups, but nine questions had a different answer type. ","Group A answered nine questions using an LM option, while group B used an OE option. The remaining 16 questions were identical for both groups. ",,,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1253,peters-2018.pdf,https://github.com/brachbach/host-files/raw/main/peters-2018.pdf,,,consort_flow_v2,"experiments:
- name: worker health program for constriction workers
  description:
  reasoning:
  enrolment:
  arms:
  - name: all the right moves
    allocated:
    received:
    attrition:
    analyzed:
  - name: control
    allocated:
    received:
    attrition:
    analyzed:
","This study evaluated the efficacy of an integrated Total Worker Health® program, “All the Right Moves”, designed to target the conditions of work and workers’ health behaviors through an ergonomics program combined with a worksite-based health promotion Health Week intervention. ",A matched-pair cluster randomized controlled trial was conducted on ten worksites (five intervention (n = 324); five control sites (n = 283)). ,"The ARM intervention contained two main intervention components: (1) the Soft Tissue Injury Prevention Program (StIPP) which focused on improving ergonomics practices at the site and worker level to improve musculoskeletal health; and (2) Health Week, that integrated key messages and provided integrated health coaching opportunities for individual workers to improve ergonomic practices and improved health behaviors (diet, physical activity, and smoking) associated with cardiovascular health. ","The intervention groups received the intervention, ARM, whilst the control group received no intervention. ",,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1254,wais-2021.pdf,https://github.com/brachbach/host-files/raw/main/wais-2021.pdf,,,consort_flow_v2,"experiments:
- name: virtual reality and long-term memory in older adults
  description:
  reasoning:
  enrolment:
  arms:
  - name: labyrinth‐VR
    allocated:
    received:
    attrition:
    analyzed:
  - name: placebo
    allocated:
    received:
    attrition:
    analyzed:
","We developed a virtual reality (VR) spatial wayfinding game (Labyrinth‐VR) as a cognitive intervention with the hypothesis that it could improve detailed, high‐fidelity LTM capability. ","In the current study, 48 older adults (mean age 68.7 ± 6.4 years) with average cognitive abilities for their age were randomly assigned to 12 h of computer game play over four weeks in either the Labyrinth‐VR or placebo control game arms. ","The Placebo Control condition uses four commercially available computer games (i.e., Syberia by Microids, Burly Men at Sea by Brain & Brain, Reigns by Devolver Digital, and Mini Metro by Dinosaur Polo Club), which each involved their own narratives to create game goals, but do not require remembering detailed information or route navigation in order to achieve success. ",,,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1255,castelein-2008.pdf,https://github.com/brachbach/host-files/raw/main/castelein-2008.pdf,,,consort_flow_v2,"experiments:
- name: guided peer support groups for psychosis patients
  description:
  reasoning:
  enrolment:
  arms:
  - name: minimally guided peer support group
    allocated:
    received:
    attrition:
    analyzed:
  - name: waiting list
    allocated:
    received:
    attrition:
    analyzed:
",The study was a randomized controlled trial (RCT) comparing the effects of care as usual plus minimally GPSG with a waiting-list condition (WLC) consisting of usual care alone ,"Briefly, the closed peer support group included approximately 10 patients and involved 16 sessions of 90 min biweekly over 8 months. Participants decided the topic of each session. Each session had the same structure discussing daily life experiences in pairs as well as group wise. ","The key point was to provide peer-to-peer interaction (3). For that reason, nurses needed to guide the groups with minimal involvement. ","Patients in the experimental condition participated in these groups and received care as usual consisting of medication monitoring, psycho-education, and supportive counseling. ","Patients in the control condition were put on a waiting list expecting to participate in their peer support group 8 months later. In the meantime, they did not follow a prescribed treatment protocol, but received care as usual. ",,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1256,nguyen-2019.pdf,https://github.com/brachbach/host-files/raw/main/nguyen-2019.pdf,,,consort_flow_v2,"experiments:
- name: quality management practice
  description:
  reasoning:
  enrolment:
  arms:
  - name: TG0 (control)
    allocated:
    received:
    attrition:
    analyzed:
  - name: TG1 (QM meeting)
    allocated:
    received:
    attrition:
    analyzed:
  - name: TG2 (placebo meeting)
    allocated:
    received:
    attrition:
    analyzed:
","We conducted a Randomized Controlled Trial (RCT) to explore the role of government information intervention on a firm’s management practices and performance. Specifically, we studied whether providing managers with information regarding the benefits of Quality Management practice (QM) can enable government to influence manager perception and adoption of QM, output quality, and firm performance. ","We first randomly assigned the 328 firms into three groups: control (TG0), treatment (TG1), and placebo (TG2). ","Managers in treatment group TG1 received information/statistics about the benefits of adopting QM, in a 40-minute meeting with an MPI official. Managers in the control group TG0 were not exposed to any information from our experiment, nor did they participate in any such meeting. The placebo group TG2 had a placebo meeting, which also lasted 40 minutes. However, managers in the placebo group did not receive information/statistics about QM benefits. ","The placebo meetings covered topics such as economic policies and matters that are expected to have no effect on QM practice (e.g., changing the workers’ shifts). ",,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
1257,brouwers-2011.pdf,https://github.com/brachbach/host-files/raw/main/brouwers-2011.pdf,,,consort_flow_v2,"experiments:
- name: training strategies for the AGREE II
  description:
  reasoning:
  enrolment:
  arms:
  - name: tutorial
    allocated:
    received:
    attrition:
    analyzed:
  - name: tutorial + practice exercise
    allocated:
    received:
    attrition:
    analyzed:
  - name: user's manual (control)
    allocated:
    received:
    attrition:
    analyzed:
","Practice guidelines (PGs) are systematically developed statements intended to assist in patient and practitioner decisions. The AGREE II is the revised tool for PG development, reporting, and evaluation, comprised of 23 items, two global rating scores, and a new User’s Manual. In this study, we sought to develop, execute, and evaluate the impact of two internet interventions designed to accelerate the capacity of stakeholders to use the AGREE II. ","Participants were randomized to one of three training conditions. ‘Tutorial’–participants proceeded through the online tutorial with a virtual coach and reviewed a PDF copy of the AGREE II. ‘Tutorial + Practice Exercise’–in addition to the Tutorial, participants also appraised a ‘practice’ PG. For the practice PG appraisal, participants received feedback on how their scores compared to expert norms and formative feedback if scores fell outside the predefined range. ’AGREE II User’s Manual PDF (control condition)’–participants reviewed a PDF copy of the AGREE II only. ","we hypothesized the training platform that included the tutorial plus the practice exercise with feedback would be superior to the User’s Manual alone. For exploratory purposes, we also examined whether dif- ferences existed across the outcome measures between the two e-learning intervention groups. ",,,,,,,,,,,,,,,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,
